State and area,Year,Month,Total,Rate
Texas,2021,12,651259 ,4.5
Texas,2022,1,630892 ,4.3
Texas,2022,2,598105 ,4.1
Texas,2022,3,569834 ,3.9
Texas,2022,4,559081 ,3.8
Texas,2022,5,555317 ,3.8
Texas,2022,6,554154 ,3.8
Texas,2022,7,552038 ,3.8
Texas,2022,8,545468 ,3.7
Texas,2022,9,560829 ,3.8
Texas,2022,10,567778 ,3.9
Texas,2022,11,564593 ,3.8
Texas,2022,12,560929 ,3.8
Texas,2023,1,569291 ,3.9
Texas,2023,2,587211 ,4
Texas,2023,3,599832 ,4
Texas,2023,4,605684 ,4
Texas,2023,5,616245 ,4.1
Texas,2023,6,609763 ,4.1
Texas,2023,7,613691 ,4.1
Texas,2023,8,622845 ,4.1
Texas,2023,9,625522 ,4.1
Utah,2014,1,53459 ,3.8
Utah,2014,2,52469 ,3.7
Utah,2014,3,51643 ,3.7
Utah,2014,4,51077 ,3.6
Utah,2014,5,50757 ,3.6
Utah,2014,6,50708 ,3.6
Utah,2014,7,50879 ,3.6
Utah,2014,8,51170 ,3.6
Utah,2014,9,51448 ,3.6
Utah,2014,10,51514 ,3.6
Utah,2014,11,51343 ,3.6
Utah,2014,12,51160 ,3.6
Utah,2015,1,51038 ,3.6
Utah,2015,2,51033 ,3.5
Utah,2015,3,51118 ,3.5
Utah,2015,4,51246 ,3.5
Utah,2015,5,51362 ,3.5
Utah,2015,6,51441 ,3.5
Utah,2015,7,51531 ,3.5
Utah,2015,8,51651 ,3.5
Utah,2015,9,51706 ,3.5
Utah,2015,10,51703 ,3.5
Utah,2015,11,51765 ,3.5
Utah,2015,12,51860 ,3.5
Utah,2016,1,51924 ,3.5
Utah,2016,2,51929 ,3.5
Utah,2016,3,51720 ,3.5
Utah,2016,4,51291 ,3.4
Utah,2016,5,50778 ,3.4
Utah,2016,6,50245 ,3.4
Utah,2016,7,49730 ,3.3
Utah,2016,8,49326 ,3.3
Utah,2016,9,49147 ,3.3
Utah,2016,10,49138 ,3.2
Utah,2016,11,49133 ,3.2
Utah,2016,12,49069 ,3.2
Utah,2017,1,49082 ,3.2
Utah,2017,2,48988 ,3.2
Utah,2017,3,49021 ,3.2
Utah,2017,4,49192 ,3.2
Utah,2017,5,49344 ,3.2
Utah,2017,6,49427 ,3.2
Utah,2017,7,49461 ,3.2
Utah,2017,8,49360 ,3.2
Utah,2017,9,49114 ,3.1
Utah,2017,10,48733 ,3.1
Utah,2017,11,48309 ,3.1
Utah,2017,12,47831 ,3.1
Utah,2018,1,47646 ,3
Utah,2018,2,47263 ,3
Utah,2018,3,46902 ,3
Utah,2018,4,46567 ,2.9
Utah,2018,5,46311 ,2.9
Utah,2018,6,46127 ,2.9
Utah,2018,7,45964 ,2.9
Utah,2018,8,45881 ,2.9
Utah,2018,9,45867 ,2.9
Utah,2018,10,45805 ,2.9
Utah,2018,11,45585 ,2.9
Utah,2018,12,45161 ,2.8
Utah,2019,1,44533 ,2.8
Utah,2019,2,43720 ,2.7
Utah,2019,3,42870 ,2.7
Utah,2019,4,42044 ,2.6
Utah,2019,5,41308 ,2.6
Utah,2019,6,40693 ,2.5
Utah,2019,7,40221 ,2.5
Utah,2019,8,39871 ,2.5
Utah,2019,9,39496 ,2.4
Utah,2019,10,39307 ,2.4
Utah,2019,11,39403 ,2.4
Utah,2019,12,39732 ,2.4
Utah,2020,1,40130 ,2.5
Utah,2020,2,40445 ,2.5
Utah,2020,3,40455 ,2.5
Utah,2020,4,162505 ,10
Utah,2020,5,126297 ,7.7
Utah,2020,6,105314 ,6.4
Utah,2020,7,94286 ,5.7
Utah,2020,8,80291 ,4.9
Utah,2020,9,75041 ,4.5
Utah,2020,10,67385 ,4.1
Utah,2020,11,63201 ,3.8
Utah,2020,12,60351 ,3.6
Utah,2021,1,56457 ,3.4
Utah,2021,2,53911 ,3.2
Utah,2021,3,51529 ,3.1
Utah,2021,4,49971 ,3
Utah,2021,5,48156 ,2.9
Utah,2021,6,46977 ,2.8
Utah,2021,7,45392 ,2.7
Utah,2021,8,43722 ,2.6
Utah,2021,9,41840 ,2.5
Utah,2021,10,40277 ,2.4
Utah,2021,11,38939 ,2.3
Utah,2021,12,37990 ,2.2
Utah,2022,1,37675 ,2.2
Utah,2022,2,37659 ,2.2
Utah,2022,3,37888 ,2.2
Utah,2022,4,38322 ,2.2
Utah,2022,5,38954 ,2.2
Utah,2022,6,39773 ,2.3
Utah,2022,7,40749 ,2.3
Utah,2022,8,41698 ,2.4
Utah,2022,9,42398 ,2.4
Utah,2022,10,42819 ,2.4
Utah,2022,11,42734 ,2.4
Utah,2022,12,42567 ,2.4
Utah,2023,1,42619 ,2.4
Utah,2023,2,42302 ,2.4
Utah,2023,3,41696 ,2.4
Utah,2023,4,41313 ,2.3
Utah,2023,5,41958 ,2.3
Utah,2023,6,42560 ,2.4
Utah,2023,7,43846 ,2.4
Utah,2023,8,45772 ,2.5
Utah,2023,9,47538 ,2.6
Vermont,2014,1,14278 ,4.1
Vermont,2014,2,14105 ,4
Vermont,2014,3,13980 ,4
Vermont,2014,4,13933 ,4
Vermont,2014,5,13936 ,4
Vermont,2014,6,13958 ,4
Vermont,2014,7,13987 ,4
Vermont,2014,8,14020 ,4
Vermont,2014,9,14022 ,4
Vermont,2014,10,13935 ,4
Vermont,2014,11,13730 ,3.9
Vermont,2014,12,13460 ,3.9
Vermont,2015,1,13194 ,3.8
Vermont,2015,2,12966 ,3.7
Vermont,2015,3,12756 ,3.7
Vermont,2015,4,12567 ,3.6
Vermont,2015,5,12404 ,3.6
Vermont,2015,6,12270 ,3.5
Vermont,2015,7,12153 ,3.5
Vermont,2015,8,12035 ,3.5
Vermont,2015,9,11901 ,3.4
Vermont,2015,10,11758 ,3.4
Vermont,2015,11,11607 ,3.4
Vermont,2015,12,11421 ,3.3
Vermont,2016,1,11209 ,3.2
Vermont,2016,2,11023 ,3.2
Vermont,2016,3,10888 ,3.2
Vermont,2016,4,10814 ,3.1
Vermont,2016,5,10792 ,3.1
Vermont,2016,6,10788 ,3.1
Vermont,2016,7,10770 ,3.1
Vermont,2016,8,10736 ,3.1
Vermont,2016,9,10707 ,3.1
Vermont,2016,10,10706 ,3.1
Vermont,2016,11,10745 ,3.1
Vermont,2016,12,10834 ,3.1
Vermont,2017,1,11143 ,3.1
Vermont,2017,2,11134 ,3.1
Vermont,2017,3,11037 ,3.1
Vermont,2017,4,10869 ,3.1
Vermont,2017,5,10664 ,3
Vermont,2017,6,10497 ,3
Vermont,2017,7,10417 ,2.9
Vermont,2017,8,10415 ,2.9
Vermont,2017,9,10463 ,2.9
Vermont,2017,10,10515 ,3
Vermont,2017,11,10570 ,3
Vermont,2017,12,10589 ,3
Vermont,2018,1,9869 ,2.8
Vermont,2018,2,9678 ,2.7
Vermont,2018,3,9426 ,2.7
Vermont,2018,4,9131 ,2.6
Vermont,2018,5,8845 ,2.5
Vermont,2018,6,8599 ,2.4
Vermont,2018,7,8421 ,2.4
Vermont,2018,8,8340 ,2.3
Vermont,2018,9,8335 ,2.3
Vermont,2018,10,8350 ,2.4
Vermont,2018,11,8353 ,2.4
Vermont,2018,12,8296 ,2.3
Vermont,2019,1,8132 ,2.3
Vermont,2019,2,7832 ,2.2
Vermont,2019,3,7467 ,2.1
Vermont,2019,4,7127 ,2
Vermont,2019,5,6900 ,2
Vermont,2019,6,6869 ,1.9
Vermont,2019,7,7053 ,2
Vermont,2019,8,7365 ,2.1
Vermont,2019,9,7642 ,2.2
Vermont,2019,10,7763 ,2.2
Vermont,2019,11,7581 ,2.1
Vermont,2019,12,7304 ,2.1
Vermont,2020,1,7294 ,2.1
Vermont,2020,2,7777 ,2.2
Vermont,2020,3,8745 ,2.5
Vermont,2020,4,49506 ,14
Vermont,2020,5,32365 ,9.5
Vermont,2020,6,26225 ,7.8
Vermont,2020,7,22448 ,6.7
Vermont,2020,8,18494 ,5.6
Vermont,2020,9,16490 ,5
Vermont,2020,10,14761 ,4.5
Vermont,2020,11,14344 ,4.3
Vermont,2020,12,14600 ,4.4
Vermont,2021,1,14877 ,4.5
Vermont,2021,2,15047 ,4.5
Vermont,2021,3,14796 ,4.4
Vermont,2021,4,14171 ,4.2
Vermont,2021,5,13287 ,4
Vermont,2021,6,12464 ,3.7
Vermont,2021,7,11788 ,3.5
Vermont,2021,8,11304 ,3.4
Vermont,2021,9,10950 ,3.3
Vermont,2021,10,10594 ,3.1
Vermont,2021,11,10146 ,3
Vermont,2021,12,9571 ,2.8
Vermont,2022,1,8939 ,2.6
Vermont,2022,2,8314 ,2.4
Vermont,2022,3,7825 ,2.3
Vermont,2022,4,7557 ,2.2
Vermont,2022,5,7583 ,2.2
Vermont,2022,6,7947 ,2.3
Vermont,2022,7,8627 ,2.5
Vermont,2022,8,9432 ,2.8
Vermont,2022,9,10123 ,3
Vermont,2022,10,10528 ,3.1
Vermont,2022,11,10503 ,3.1
Vermont,2022,12,10378 ,3
Vermont,2023,1,10103 ,2.9
Vermont,2023,2,9831 ,2.8
Vermont,2023,3,9217 ,2.7
Vermont,2023,4,8341 ,2.4
Vermont,2023,5,7383 ,2.1
Vermont,2023,6,6722 ,1.9
Vermont,2023,7,6300 ,1.8
Vermont,2023,8,6407 ,1.8
Vermont,2023,9,6605 ,1.9
Virginia,2014,1,227687 ,5.3
Virginia,2014,2,226349 ,5.3
Virginia,2014,3,225266 ,5.3
Virginia,2014,4,224459 ,5.3
Virginia,2014,5,223182 ,5.2
Virginia,2014,6,221026 ,5.2
Virginia,2014,7,218320 ,5.1
Virginia,2014,8,215508 ,5.1
Virginia,2014,9,212780 ,5
Virginia,2014,10,209908 ,4.9
Virginia,2014,11,206898 ,4.9
Virginia,2014,12,204368 ,4.8
Virginia,2015,1,202566 ,4.8
Virginia,2015,2,201303 ,4.7
Virginia,2015,3,199525 ,4.7
Virginia,2015,4,196425 ,4.6
Virginia,2015,5,192073 ,4.5
Virginia,2015,6,186972 ,4.4
Virginia,2015,7,181958 ,4.3
Virginia,2015,8,177756 ,4.2
Virginia,2015,9,174521 ,4.1
Virginia,2015,10,172279 ,4.1
Virginia,2015,11,170868 ,4
Virginia,2015,12,169526 ,4
Virginia,2016,1,167737 ,4
Virginia,2016,2,165822 ,3.9
Virginia,2016,3,164397 ,3.9
Virginia,2016,4,164185 ,3.9
Virginia,2016,5,165482 ,3.9
Virginia,2016,6,167919 ,4
Virginia,2016,7,170677 ,4
Virginia,2016,8,173126 ,4.1
Virginia,2016,9,174976 ,4.1
Virginia,2016,10,175721 ,4.1
Virginia,2016,11,175169 ,4.1
Virginia,2016,12,173734 ,4
Virginia,2017,1,173994 ,4
Virginia,2017,2,172031 ,4
Virginia,2017,3,169313 ,3.9
Virginia,2017,4,166070 ,3.8
Virginia,2017,5,162515 ,3.7
Virginia,2017,6,159160 ,3.7
Virginia,2017,7,156506 ,3.6
Virginia,2017,8,154468 ,3.5
Virginia,2017,9,152709 ,3.5
Virginia,2017,10,150924 ,3.5
Virginia,2017,11,149011 ,3.4
Virginia,2017,12,146816 ,3.4
Virginia,2018,1,147028 ,3.4
Virginia,2018,2,144172 ,3.3
Virginia,2018,3,139924 ,3.2
Virginia,2018,4,134432 ,3.1
Virginia,2018,5,128628 ,2.9
Virginia,2018,6,123675 ,2.8
Virginia,2018,7,120456 ,2.8
Virginia,2018,8,119875 ,2.8
Virginia,2018,9,122148 ,2.8
Virginia,2018,10,126411 ,2.9
Virginia,2018,11,131110 ,3
Virginia,2018,12,135001 ,3.1
Virginia,2019,1,136844 ,3.1
Virginia,2019,2,135582 ,3.1
Virginia,2019,3,131036 ,3
Virginia,2019,4,124199 ,2.8
Virginia,2019,5,116952 ,2.7
Virginia,2019,6,111539 ,2.5
Virginia,2019,7,109562 ,2.5
Virginia,2019,8,111215 ,2.5
Virginia,2019,9,115024 ,2.6
Virginia,2019,10,119642 ,2.7
Virginia,2019,11,123500 ,2.8
Virginia,2019,12,124847 ,2.8
Virginia,2020,1,125622 ,2.8
Virginia,2020,2,130436 ,2.9
Virginia,2020,3,141692 ,3.2
Virginia,2020,4,517063 ,12
Virginia,2020,5,429069 ,10
Virginia,2020,6,379799 ,8.9
Virginia,2020,7,355335 ,8.2
Virginia,2020,8,313893 ,7.3
Virginia,2020,9,285769 ,6.6
Virginia,2020,10,251377 ,5.8
Virginia,2020,11,229241 ,5.3
Virginia,2020,12,218435 ,5.1
Virginia,2021,1,208846 ,4.8
Virginia,2021,2,202956 ,4.7
Virginia,2021,3,196916 ,4.6
Virginia,2021,4,189146 ,4.4
Virginia,2021,5,180570 ,4.2
Virginia,2021,6,172197 ,4
Virginia,2021,7,162055 ,3.7
Virginia,2021,8,153496 ,3.5
Virginia,2021,9,145814 ,3.4
Virginia,2021,10,139967 ,3.2
Virginia,2021,11,134910 ,3.1
Virginia,2021,12,131140 ,3
Virginia,2022,1,128919 ,2.9
Virginia,2022,2,125865 ,2.9
Virginia,2022,3,121725 ,2.8
Virginia,2022,4,116879 ,2.6
Virginia,2022,5,112638 ,2.5
Virginia,2022,6,111485 ,2.5
Virginia,2022,7,115408 ,2.6
Virginia,2022,8,123031 ,2.8
Virginia,2022,9,132310 ,3
Virginia,2022,10,139756 ,3.1
Virginia,2022,11,140890 ,3.2
Virginia,2022,12,139741 ,3.1
Virginia,2023,1,144917 ,3.2
Virginia,2023,2,145877 ,3.2
Virginia,2023,3,143569 ,3.2
Virginia,2023,4,140260 ,3.1
Virginia,2023,5,134408 ,2.9
Virginia,2023,6,125180 ,2.7
Virginia,2023,7,116341 ,2.5
Virginia,2023,8,113102 ,2.5
Virginia,2023,9,116293 ,2.5
Washington,2014,1,215692 ,6.2
Washington,2014,2,213189 ,6.1
Washington,2014,3,210903 ,6.1
Washington,2014,4,209047 ,6
Washington,2014,5,207420 ,6
Washington,2014,6,206055 ,5.9
Washington,2014,7,205242 ,5.9
Washington,2014,8,205109 ,5.9
Washington,2014,9,205283 ,5.8
Washington,2014,10,204613 ,5.8
Washington,2014,11,202513 ,5.7
Washington,2014,12,199589 ,5.7
Washington,2015,1,196696 ,5.6
Washington,2015,2,194638 ,5.5
Washington,2015,3,193303 ,5.5
Washington,2015,4,192371 ,5.4
Washington,2015,5,191636 ,5.4
Washington,2015,6,190925 ,5.4
Washington,2015,7,190672 ,5.4
Washington,2015,8,191209 ,5.4
Washington,2015,9,192067 ,5.4
Washington,2015,10,193033 ,5.4
Washington,2015,11,194217 ,5.4
Washington,2015,12,195147 ,5.4
Washington,2016,1,195336 ,5.4
Washington,2016,2,194937 ,5.4
Washington,2016,3,194234 ,5.4
Washington,2016,4,193664 ,5.3
Washington,2016,5,193410 ,5.3
Washington,2016,6,193166 ,5.3
Washington,2016,7,192069 ,5.3
Washington,2016,8,190072 ,5.2
Washington,2016,9,187859 ,5.1
Washington,2016,10,185314 ,5.1
Washington,2016,11,182081 ,5
Washington,2016,12,178409 ,4.9
Washington,2017,1,175856 ,4.8
Washington,2017,2,173317 ,4.7
Washington,2017,3,171359 ,4.6
Washington,2017,4,170323 ,4.6
Washington,2017,5,170120 ,4.6
Washington,2017,6,170679 ,4.6
Washington,2017,7,171973 ,4.6
Washington,2017,8,173402 ,4.6
Washington,2017,9,174318 ,4.7
Washington,2017,10,174503 ,4.7
Washington,2017,11,174179 ,4.6
Washington,2017,12,173352 ,4.6
Washington,2018,1,173126 ,4.6
Washington,2018,2,171874 ,4.6
Washington,2018,3,170102 ,4.5
Washington,2018,4,167594 ,4.4
Washington,2018,5,164950 ,4.3
Washington,2018,6,162988 ,4.3
Washington,2018,7,162332 ,4.3
Washington,2018,8,163279 ,4.3
Washington,2018,9,166037 ,4.3
Washington,2018,10,170356 ,4.4
Washington,2018,11,175364 ,4.5
Washington,2018,12,179593 ,4.6
Washington,2019,1,181746 ,4.7
Washington,2019,2,180976 ,4.6
Washington,2019,3,177921 ,4.6
Washington,2019,4,173568 ,4.4
Washington,2019,5,169051 ,4.3
Washington,2019,6,165405 ,4.2
Washington,2019,7,163149 ,4.1
Washington,2019,8,162094 ,4.1
Washington,2019,9,160713 ,4.1
Washington,2019,10,158176 ,4
Washington,2019,11,154258 ,3.9
Washington,2019,12,150613 ,3.8
Washington,2020,1,149361 ,3.8
Washington,2020,2,151851 ,3.8
Washington,2020,3,206520 ,5.2
Washington,2020,4,671176 ,16.6
Washington,2020,5,524754 ,13.2
Washington,2020,6,445483 ,11.3
Washington,2020,7,399917 ,10.2
Washington,2020,8,338805 ,8.7
Washington,2020,9,312035 ,8
Washington,2020,10,279410 ,7.2
Washington,2020,11,264556 ,6.8
Washington,2020,12,257731 ,6.6
Washington,2021,1,246141 ,6.3
Washington,2021,2,237443 ,6.1
Washington,2021,3,228713 ,5.9
Washington,2021,4,220469 ,5.7
Washington,2021,5,211821 ,5.4
Washington,2021,6,206942 ,5.3
Washington,2021,7,200457 ,5.1
Washington,2021,8,193949 ,5
Washington,2021,9,185830 ,4.8
Washington,2021,10,177416 ,4.5
Washington,2021,11,169041 ,4.3
Washington,2021,12,162601 ,4.1
Washington,2022,1,158911 ,4
Washington,2022,2,156359 ,4
Washington,2022,3,154988 ,3.9
Washington,2022,4,154558 ,3.9
Washington,2022,5,155078 ,3.9
Washington,2022,6,157492 ,3.9
Washington,2022,7,162843 ,4.1
Washington,2022,8,170334 ,4.3
Washington,2022,9,177698 ,4.4
Washington,2022,10,183083 ,4.6
Washington,2022,11,183636 ,4.6
Washington,2022,12,182517 ,4.5
Washington,2023,1,184387 ,4.6
Washington,2023,2,185457 ,4.6
Washington,2023,3,180382 ,4.5
Washington,2023,4,174456 ,4.3
Washington,2023,5,164997 ,4.1
Washington,2023,6,154358 ,3.8
Washington,2023,7,147381 ,3.6
Washington,2023,8,145895 ,3.6
Washington,2023,9,146945 ,3.6
West Virginia,2014,1,53817 ,6.7
West Virginia,2014,2,53652 ,6.7
West Virginia,2014,3,53240 ,6.7
West Virginia,2014,4,52704 ,6.6
West Virginia,2014,5,52096 ,6.5
West Virginia,2014,6,51537 ,6.5
West Virginia,2014,7,51142 ,6.4
West Virginia,2014,8,50937 ,6.4
West Virginia,2014,9,50800 ,6.4
West Virginia,2014,10,50599 ,6.4
West Virginia,2014,11,50415 ,6.3
West Virginia,2014,12,50482 ,6.4
West Virginia,2015,1,50936 ,6.4
West Virginia,2015,2,51818 ,6.5
West Virginia,2015,3,52884 ,6.7
West Virginia,2015,4,53799 ,6.8
West Virginia,2015,5,54235 ,6.8
West Virginia,2015,6,54018 ,6.8
West Virginia,2015,7,53242 ,6.7
West Virginia,2015,8,52197 ,6.6
West Virginia,2015,9,51189 ,6.5
West Virginia,2015,10,50476 ,6.4
West Virginia,2015,11,50152 ,6.4
West Virginia,2015,12,50108 ,6.4
West Virginia,2016,1,50166 ,6.4
West Virginia,2016,2,50104 ,6.3
West Virginia,2016,3,49744 ,6.3
West Virginia,2016,4,49189 ,6.2
West Virginia,2016,5,48683 ,6.2
West Virginia,2016,6,48320 ,6.2
West Virginia,2016,7,48007 ,6.1
West Virginia,2016,8,47663 ,6.1
West Virginia,2016,9,47191 ,6
West Virginia,2016,10,46437 ,5.9
West Virginia,2016,11,45349 ,5.8
West Virginia,2016,12,43956 ,5.6
West Virginia,2017,1,42346 ,5.4
West Virginia,2017,2,40900 ,5.2
West Virginia,2017,3,39894 ,5.1
West Virginia,2017,4,39434 ,5
West Virginia,2017,5,39378 ,5
West Virginia,2017,6,39655 ,5.1
West Virginia,2017,7,40249 ,5.1
West Virginia,2017,8,40918 ,5.2
West Virginia,2017,9,41486 ,5.3
West Virginia,2017,10,41921 ,5.3
West Virginia,2017,11,42267 ,5.4
West Virginia,2017,12,42506 ,5.4
West Virginia,2018,1,42473 ,5.4
West Virginia,2018,2,42470 ,5.4
West Virginia,2018,3,42299 ,5.3
West Virginia,2018,4,41896 ,5.3
West Virginia,2018,5,41389 ,5.2
West Virginia,2018,6,40823 ,5.1
West Virginia,2018,7,40208 ,5.1
West Virginia,2018,8,39774 ,5
West Virginia,2018,9,39710 ,5
West Virginia,2018,10,39934 ,5
West Virginia,2018,11,40193 ,5.1
West Virginia,2018,12,40200 ,5.1
West Virginia,2019,1,39845 ,5
West Virginia,2019,2,39143 ,4.9
West Virginia,2019,3,38370 ,4.8
West Virginia,2019,4,37778 ,4.8
West Virginia,2019,5,37548 ,4.7
West Virginia,2019,6,37814 ,4.8
West Virginia,2019,7,38564 ,4.8
West Virginia,2019,8,39500 ,5
West Virginia,2019,9,40145 ,5
West Virginia,2019,10,40535 ,5.1
West Virginia,2019,11,40826 ,5.1
West Virginia,2019,12,41263 ,5.2
West Virginia,2020,1,41747 ,5.2
West Virginia,2020,2,42067 ,5.3
West Virginia,2020,3,42021 ,5.3
West Virginia,2020,4,119779 ,15.7
West Virginia,2020,5,96042 ,12.4
West Virginia,2020,6,81219 ,10.5
West Virginia,2020,7,73284 ,9.4
West Virginia,2020,8,63719 ,8.2
West Virginia,2020,9,58957 ,7.6
West Virginia,2020,10,53695 ,6.9
West Virginia,2020,11,50730 ,6.5
West Virginia,2020,12,49097 ,6.3
West Virginia,2021,1,46898 ,6
West Virginia,2021,2,45628 ,5.9
West Virginia,2021,3,44723 ,5.8
West Virginia,2021,4,43800 ,5.6
West Virginia,2021,5,42665 ,5.5
West Virginia,2021,6,41592 ,5.3
West Virginia,2021,7,39935 ,5.1
West Virginia,2021,8,38122 ,4.9
West Virginia,2021,9,36124 ,4.6
West Virginia,2021,10,34333 ,4.4
West Virginia,2021,11,32672 ,4.2
West Virginia,2021,12,31107 ,4
West Virginia,2022,1,29877 ,3.8
West Virginia,2022,2,28917 ,3.7
West Virginia,2022,3,28568 ,3.6
West Virginia,2022,4,28821 ,3.7
West Virginia,2022,5,29567 ,3.8
West Virginia,2022,6,30592 ,3.9
West Virginia,2022,7,31603 ,4
West Virginia,2022,8,32290 ,4.1
West Virginia,2022,9,32429 ,4.1
West Virginia,2022,10,32257 ,4.1
West Virginia,2022,11,32000 ,4.1
West Virginia,2022,12,31859 ,4.1
West Virginia,2023,1,30916 ,3.9
West Virginia,2023,2,28813 ,3.7
West Virginia,2023,3,26866 ,3.4
West Virginia,2023,4,25965 ,3.3
West Virginia,2023,5,25546 ,3.3
West Virginia,2023,6,25826 ,3.3
West Virginia,2023,7,26482 ,3.4
West Virginia,2023,8,28256 ,3.6
West Virginia,2023,9,30328 ,3.8
Wisconsin,2014,1,184274 ,6
Wisconsin,2014,2,179721 ,5.9
Wisconsin,2014,3,175516 ,5.7
Wisconsin,2014,4,171921 ,5.6
Wisconsin,2014,5,168661 ,5.5
Wisconsin,2014,6,165362 ,5.4
Wisconsin,2014,7,161841 ,5.3
Wisconsin,2014,8,158481 ,5.1
Wisconsin,2014,9,155594 ,5
Wisconsin,2014,10,152895 ,5
Wisconsin,2014,11,150061 ,4.9
Wisconsin,2014,12,147470 ,4.8
Wisconsin,2015,1,145465 ,4.7
Wisconsin,2015,2,144085 ,4.7
Wisconsin,2015,3,142782 ,4.6
Wisconsin,2015,4,141124 ,4.6
Wisconsin,2015,5,139017 ,4.5
Wisconsin,2015,6,136665 ,4.4
Wisconsin,2015,7,134510 ,4.4
Wisconsin,2015,8,132824 ,4.3
Wisconsin,2015,9,131533 ,4.3
Wisconsin,2015,10,130578 ,4.2
Wisconsin,2015,11,129965 ,4.2
Wisconsin,2015,12,129315 ,4.2
Wisconsin,2016,1,128212 ,4.1
Wisconsin,2016,2,126841 ,4.1
Wisconsin,2016,3,125375 ,4
Wisconsin,2016,4,124130 ,4
Wisconsin,2016,5,123293 ,4
Wisconsin,2016,6,122758 ,3.9
Wisconsin,2016,7,122092 ,3.9
Wisconsin,2016,8,121097 ,3.9
Wisconsin,2016,9,119970 ,3.9
Wisconsin,2016,10,118502 ,3.8
Wisconsin,2016,11,116287 ,3.7
Wisconsin,2016,12,113305 ,3.6
Wisconsin,2017,1,110078 ,3.5
Wisconsin,2017,2,106724 ,3.4
Wisconsin,2017,3,104085 ,3.3
Wisconsin,2017,4,102551 ,3.3
Wisconsin,2017,5,102054 ,3.2
Wisconsin,2017,6,102357 ,3.3
Wisconsin,2017,7,103011 ,3.3
Wisconsin,2017,8,103074 ,3.3
Wisconsin,2017,9,101875 ,3.2
Wisconsin,2017,10,99463 ,3.2
Wisconsin,2017,11,96571 ,3.1
Wisconsin,2017,12,93796 ,3
Wisconsin,2018,1,92232 ,2.9
Wisconsin,2018,2,91739 ,2.9
Wisconsin,2018,3,92311 ,2.9
Wisconsin,2018,4,93220 ,3
Wisconsin,2018,5,93990 ,3
Wisconsin,2018,6,94304 ,3
Wisconsin,2018,7,94090 ,3
Wisconsin,2018,8,93745 ,3
Wisconsin,2018,9,93558 ,3
Wisconsin,2018,10,93587 ,3
Wisconsin,2018,11,93805 ,3
Wisconsin,2018,12,94077 ,3
Wisconsin,2019,1,94430 ,3
Wisconsin,2019,2,94905 ,3
Wisconsin,2019,3,95849 ,3.1
Wisconsin,2019,4,97357 ,3.1
Wisconsin,2019,5,99186 ,3.2
Wisconsin,2019,6,100908 ,3.2
Wisconsin,2019,7,102203 ,3.3
Wisconsin,2019,8,102843 ,3.3
Wisconsin,2019,9,102355 ,3.3
Wisconsin,2019,10,101064 ,3.2
Wisconsin,2019,11,99432 ,3.2
Wisconsin,2019,12,97769 ,3.1
Wisconsin,2020,1,95537 ,3.1
Wisconsin,2020,2,92506 ,3
Wisconsin,2020,3,88622 ,2.9
Wisconsin,2020,4,433266 ,14.1
Wisconsin,2020,5,324130 ,10.5
Wisconsin,2020,6,267918 ,8.7
Wisconsin,2020,7,235591 ,7.6
Wisconsin,2020,8,194027 ,6.3
Wisconsin,2020,9,178271 ,5.7
Wisconsin,2020,10,159001 ,5.1
Wisconsin,2020,11,152058 ,4.9
Wisconsin,2020,12,148370 ,4.8
Wisconsin,2021,1,141623 ,4.6
Wisconsin,2021,2,139092 ,4.5
Wisconsin,2021,3,135938 ,4.4
Wisconsin,2021,4,133080 ,4.3
Wisconsin,2021,5,128576 ,4.1
Wisconsin,2021,6,125149 ,4
Wisconsin,2021,7,119485 ,3.8
Wisconsin,2021,8,113330 ,3.7
Wisconsin,2021,9,106629 ,3.4
Wisconsin,2021,10,100580 ,3.3
Wisconsin,2021,11,95025 ,3.1
Wisconsin,2021,12,90507 ,2.9
Wisconsin,2022,1,87494 ,2.8
Wisconsin,2022,2,85558 ,2.8
Wisconsin,2022,3,85176 ,2.8
Wisconsin,2022,4,86160 ,2.8
Wisconsin,2022,5,88228 ,2.9
Wisconsin,2022,6,90966 ,2.9
Wisconsin,2022,7,93534 ,3
Wisconsin,2022,8,94905 ,3.1
Wisconsin,2022,9,94606 ,3.1
Wisconsin,2022,10,93458 ,3
Wisconsin,2022,11,92362 ,3
Wisconsin,2022,12,91940 ,3
Wisconsin,2023,1,87962 ,2.9
Wisconsin,2023,2,82956 ,2.7
Wisconsin,2023,3,76581 ,2.5
Wisconsin,2023,4,72950 ,2.4
Wisconsin,2023,5,73358 ,2.4
Wisconsin,2023,6,76735 ,2.5
Wisconsin,2023,7,81078 ,2.6
Wisconsin,2023,8,89517 ,2.9
Wisconsin,2023,9,96613 ,3.1
Wyoming,2014,1,13633 ,4.5
Wyoming,2014,2,13422 ,4.4
Wyoming,2014,3,13258 ,4.4
Wyoming,2014,4,13201 ,4.4
Wyoming,2014,5,13213 ,4.4
Wyoming,2014,6,13309 ,4.4
Wyoming,2014,7,13436 ,4.4
Wyoming,2014,8,13471 ,4.4
Wyoming,2014,9,13333 ,4.4
Wyoming,2014,10,13003 ,4.3
Wyoming,2014,11,12562 ,4.1
Wyoming,2014,12,12157 ,4
Wyoming,2015,1,11923 ,3.9
Wyoming,2015,2,11922 ,3.9
Wyoming,2015,3,12116 ,4
